row_id,case_class,band_id,band_flag,t_hot_degC,t_cold_degC,delta_T_K,interface,metric,material_scenario,value,unit,value_kind,margin_reference_id,margin_reference_value,margin_consumption_ratio,margin_impact,authority_level,notes
WP8-0210,HOT_TO_COLD,GEVS_TYP_PROTOFLIGHT_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,60.0,-20.0,80,GRIPPER_R1_RAIL_PAIR,across_gap_clearance_change_per_mm_width_mm_per_mm,RAIL_AL6061__CARRIAGE_AL7075_MIXED,-1.6e-05,mm/mm,ANALYTIC_DERIVED_BOTH_CTE_M6_LIBRARY_CANDIDATES,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Multiply by authorized rail width when WP5/WP3 close rail-slot nominals; rail width stays null (no zero-fill)."
WP8-0211,HOT,MIL_STD_1540_REFERENCE_PROTOQUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,66.0,-29.0,46,GRIPPER_R1_RAIL_PAIR,across_gap_clearance_change_per_mm_width_mm_per_mm,RAIL_AL6061__CARRIAGE_AL7075_MIXED,-9.2e-06,mm/mm,ANALYTIC_DERIVED_BOTH_CTE_M6_LIBRARY_CANDIDATES,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Multiply by authorized rail width when WP5/WP3 close rail-slot nominals; rail width stays null (no zero-fill)."
WP8-0212,COLD,MIL_STD_1540_REFERENCE_PROTOQUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,66.0,-29.0,-49,GRIPPER_R1_RAIL_PAIR,across_gap_clearance_change_per_mm_width_mm_per_mm,RAIL_AL6061__CARRIAGE_AL7075_MIXED,9.8e-06,mm/mm,ANALYTIC_DERIVED_BOTH_CTE_M6_LIBRARY_CANDIDATES,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Multiply by authorized rail width when WP5/WP3 close rail-slot nominals; rail width stays null (no zero-fill)."
WP8-0213,HOT_TO_COLD,MIL_STD_1540_REFERENCE_PROTOQUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,66.0,-29.0,95,GRIPPER_R1_RAIL_PAIR,across_gap_clearance_change_per_mm_width_mm_per_mm,RAIL_AL6061__CARRIAGE_AL7075_MIXED,-1.9e-05,mm/mm,ANALYTIC_DERIVED_BOTH_CTE_M6_LIBRARY_CANDIDATES,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Multiply by authorized rail width when WP5/WP3 close rail-slot nominals; rail width stays null (no zero-fill)."
WP8-0214,HOT,MIL_STD_1540_REFERENCE_QUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,71.0,-34.0,51,GRIPPER_R1_RAIL_PAIR,across_gap_clearance_change_per_mm_width_mm_per_mm,RAIL_AL6061__CARRIAGE_AL7075_MIXED,-1.02e-05,mm/mm,ANALYTIC_DERIVED_BOTH_CTE_M6_LIBRARY_CANDIDATES,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Multiply by authorized rail width when WP5/WP3 close rail-slot nominals; rail width stays null (no zero-fill)."
WP8-0215,COLD,MIL_STD_1540_REFERENCE_QUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,71.0,-34.0,-54,GRIPPER_R1_RAIL_PAIR,across_gap_clearance_change_per_mm_width_mm_per_mm,RAIL_AL6061__CARRIAGE_AL7075_MIXED,1.08e-05,mm/mm,ANALYTIC_DERIVED_BOTH_CTE_M6_LIBRARY_CANDIDATES,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Multiply by authorized rail width when WP5/WP3 close rail-slot nominals; rail width stays null (no zero-fill)."
WP8-0216,HOT_TO_COLD,MIL_STD_1540_REFERENCE_QUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,71.0,-34.0,105,GRIPPER_R1_RAIL_PAIR,across_gap_clearance_change_per_mm_width_mm_per_mm,RAIL_AL6061__CARRIAGE_AL7075_MIXED,-2.1e-05,mm/mm,ANALYTIC_DERIVED_BOTH_CTE_M6_LIBRARY_CANDIDATES,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Multiply by authorized rail width when WP5/WP3 close rail-slot nominals; rail width stays null (no zero-fill)."
WP8-0217,HOT,GEVS_TYP_MAX_PREDICTED_FLIGHT,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,45.0,-5.0,25,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,0.0001775,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0218,COLD,GEVS_TYP_MAX_PREDICTED_FLIGHT,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,45.0,-5.0,-25,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,-0.0001775,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0219,HOT_TO_COLD,GEVS_TYP_MAX_PREDICTED_FLIGHT,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,45.0,-5.0,50,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,0.000355,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0220,HOT,GEVS_TYP_OPERATIONAL,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,50.0,-10.0,30,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,0.000213,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0221,COLD,GEVS_TYP_OPERATIONAL,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,50.0,-10.0,-30,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,-0.000213,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0222,HOT_TO_COLD,GEVS_TYP_OPERATIONAL,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,50.0,-10.0,60,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,0.000426,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0223,HOT,GEVS_TYP_ACCEPTANCE_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,55.0,-15.0,35,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,0.0002485,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0224,COLD,GEVS_TYP_ACCEPTANCE_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,55.0,-15.0,-35,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,-0.0002485,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0225,HOT_TO_COLD,GEVS_TYP_ACCEPTANCE_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,55.0,-15.0,70,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,0.000497,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0226,HOT,GEVS_TYP_PROTOFLIGHT_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,60.0,-20.0,40,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,0.000284,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0227,COLD,GEVS_TYP_PROTOFLIGHT_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,60.0,-20.0,-40,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,-0.000284,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0228,HOT_TO_COLD,GEVS_TYP_PROTOFLIGHT_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,60.0,-20.0,80,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,0.000568,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0229,HOT,MIL_STD_1540_REFERENCE_PROTOQUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,66.0,-29.0,46,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,0.0003266,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0230,COLD,MIL_STD_1540_REFERENCE_PROTOQUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,66.0,-29.0,-49,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,-0.0003479,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0231,HOT_TO_COLD,MIL_STD_1540_REFERENCE_PROTOQUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,66.0,-29.0,95,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,0.0006745,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0232,HOT,MIL_STD_1540_REFERENCE_QUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,71.0,-34.0,51,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,0.0003621,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0233,COLD,MIL_STD_1540_REFERENCE_QUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,71.0,-34.0,-54,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,-0.0003834,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0234,HOT_TO_COLD,MIL_STD_1540_REFERENCE_QUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,71.0,-34.0,105,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_A286__BORE_AL6061,0.0007455,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0235,HOT,GEVS_TYP_MAX_PREDICTED_FLIGHT,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,45.0,-5.0,25,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_CRES304__BORE_AL6061,0.0001575,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0236,COLD,GEVS_TYP_MAX_PREDICTED_FLIGHT,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,45.0,-5.0,-25,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_CRES304__BORE_AL6061,-0.0001575,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0237,HOT_TO_COLD,GEVS_TYP_MAX_PREDICTED_FLIGHT,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,45.0,-5.0,50,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_CRES304__BORE_AL6061,0.000315,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0238,HOT,GEVS_TYP_OPERATIONAL,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,50.0,-10.0,30,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_CRES304__BORE_AL6061,0.000189,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0239,COLD,GEVS_TYP_OPERATIONAL,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,50.0,-10.0,-30,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_CRES304__BORE_AL6061,-0.000189,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0240,HOT_TO_COLD,GEVS_TYP_OPERATIONAL,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,50.0,-10.0,60,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_CRES304__BORE_AL6061,0.000378,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0241,HOT,GEVS_TYP_ACCEPTANCE_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,55.0,-15.0,35,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_CRES304__BORE_AL6061,0.0002205,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
WP8-0242,COLD,GEVS_TYP_ACCEPTANCE_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,55.0,-15.0,-35,SOLAR_HINGE_PIN_BORE,diametral_clearance_change_per_mm_pin_diameter_mm_per_mm,PIN_CRES304__BORE_AL6061,-0.0002205,mm/mm,ANALYTIC_DERIVED_PIN_CTE_ASSUMPTION_BORE_CTE_CANDIDATE,,,,NOT_ASSESSABLE_HINGE_PIN_NOMINAL_HOLD_WP5_SIBLING,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Absolute clearance stays PENDING_HINGE_PIN_NOMINAL (M6 WP3 TC-009 HOLD; WP5 sibling)."
